pais,country_code,anio,co2_MtCO2,poblacion,pbi_per_capita,co2_per_capita,electricity_TWh,energy_Mtoe,share_renewables,share_wind_solar,co2_per_pbi,co2_per_energy
Chile,CHL,1991,29.466280258,13495258.0,2803.5620904997345,2.183454385088451,19.961000000000002,14.32600879,70.973398,0.0,0.7788143492478351,2.0568380691325823
Chile,CHL,1992,30.609503026,13719819.0,3350.2138445764886,2.231042772940372,22.363,15.491891393,82.69463,0.0,0.6659404075211818,1.9758402798918977
Chile,CHL,1993,32.403497619999996,13944937.0,3535.1735995737017,2.323674722947834,24.003,15.877276978,81.664792,0.0,0.6573014471561003,2.040872478630888
Chile,CHL,1994,35.633848033,14166340.0,4024.2169322369505,2.5153884512866416,25.277,17.070724492,74.265142,0.0,0.6250628367314202,2.087424470455217
Chile,CHL,1995,38.795545502,14380866.0,5107.276802336061,2.697719699356075,28.027,18.34351269,72.405181,0.0,0.5282109828318179,2.114946365924203
Chile,CHL,1996,44.742579080000006,14587370.0,5349.804126556217,3.067213560772093,30.733,20.318185452,60.452933,0.0,0.573331936686535,2.2020952208404916
Chile,CHL,1997,51.949306132,14786220.0,5745.373795497962,3.5133594747000925,33.297000000000004,22.75102705,62.134727,0.0,0.6115110347481896,2.2833829003776773
Chile,CHL,1998,53.042141208000004,14977733.0,5446.580612794163,3.5413998372116797,35.509,23.557701357000003,48.170886,0.0,0.6502060813885389,2.251583904736058
Chile,CHL,1999,56.682490221,15162800.0,4957.777883836238,3.7382600984646635,38.39,25.030238698,38.030737,0.0,0.7540192775986297,2.2645605143801175
Chile,CHL,2000,52.744977877,15342353.0,5074.901623750093,3.4378675733116033,40.078,25.169457358,48.547832,0.0,0.6774254612587337,2.0955945583878566
Chile,CHL,2001,50.51889052,15516113.0,4574.594420675733,3.255898595221625,42.531,24.699120846000003,54.261597,0.016459,0.7117349202600308,2.045372012833464
Chile,CHL,2002,51.409756572,15684409.0,4446.250504886934,3.27776179338348,43.671,25.569756889,55.450986,0.016029,0.7371968335524163,2.0105688448729935
Chile,CHL,2003,52.751314435000005,15849652.0,4772.562819650604,3.328231713541723,46.829,25.836046761000002,50.156954,0.014948,0.6973678166870899,2.041771905856321
Chile,CHL,2004,57.444092916,16014971.0,6194.853106984184,3.586899590139751,51.208,27.511751727,46.900875,0.01367,0.5790128560265326,2.0879838363627146
Chile,CHL,2005,58.275531016,16182721.0,7598.525121088888,3.6010959477086706,52.484,28.36498028,53.883088,0.013337,0.47392038459071706,2.054488684312246
Chile,CHL,2006,60.081856941,16354504.0,9464.55024290607,3.6737192972039994,55.32,29.522785295000002,55.254881,0.012654,0.3881557182241754,2.0351012392850176
Chile,CHL,2007,65.688463802,16530195.0,10502.354520273666,3.973846878515347,58.509,30.622410153,44.1556,0.015382,0.3783767602630689,2.145110834640319
Chile,CHL,2008,68.331126857,16708258.0,10751.47967421702,4.0896619418373845,59.704,30.330883617,45.749029,0.063647,0.3803813117597895,2.252856452183986
Chile,CHL,2009,65.76369970100001,16886186.0,10208.906762286078,3.894526549749008,60.722,29.532922306,48.827443,0.289846,0.38148321269190505,2.226792832067257
Chile,CHL,2010,70.255412799,17062536.0,12808.034586422002,4.117524663332579,60.434000000000005,30.860539676000002,40.202535,0.734686,0.32147982077575205,2.2765451782956694
Chile,CHL,2011,76.292783813,17233576.0,14637.240235540303,4.426985079184958,65.71300000000001,33.614628450999994,39.596427,0.514358,0.30244670497625026,2.2696304355769366
Chile,CHL,2012,78.710370774,17400347.0,15351.551325769664,4.523494317325971,69.751,37.198558512000005,36.445356,0.586372,0.29466040410734723,2.115952174560973
Chile,CHL,2013,82.72367712100001,17571507.0,15842.940090133363,4.707830530471861,73.065,38.489499992999995,35.666872,0.769178,0.2971563676746966,2.1492530985345297
Chile,CHL,2014,76.644992914,17758959.0,14670.997175446146,4.315849420790937,70.753,34.745556535999995,42.894294,2.717906,0.29417560164308953,2.2058933732889803
